1638176670.246340000,-0.00191937,-0.020383,-0.000271746,-0.011534466926302694,0.00873300140163588,0.7234676868832048,0.6902066334041643
1638176675.449038000,0.0326152,-2.16945,0.000841576,-0.01204885935129636,0.01103790795059195,0.7249314742148791,0.6886271467703324
1638176676.549612000,0.0040885,-4.23926,0.00175736,-0.010696644666542264,0.012156980143281487,0.7089448607102568,0.7050779915010736
1638176677.450087000,-0.139902,-6.43907,0.00775557,-0.011188651623126298,0.011066210204116819,0.6925800324924611,0.7211693640604238
1638176678.250488000,-0.327888,-8.57976,0.0190639,-0.011199283335412995,0.009053162103163311,0.6883812988161828,0.7252060422727132
1638176679.050899000,-0.528977,-10.7341,0.0290545,-0.008126416574852096,0.009394005666912475,0.682972248979764,0.7303387030239499
1638176679.851355000,-0.731644,-12.7911,0.0300587,6.571521186322025e-05,0.017936361361128743,0.6736929284730214,0.7387936929536406
1638176680.851829000,-0.967979,-14.8715,0.0386972,-0.01205567180196539,0.028300515233721013,0.6797033310661117,0.7328418133216342
1638176682.252552000,-1.14904,-16.9543,0.098343,-0.01814981693614589,0.02958613594416595,0.6933597069390993,0.7197552094277637
1638176683.453174000,-1.29732,-19.1094,0.190092,-0.02474112660105017,0.028095085501340825,0.7011614045456258,0.7120191202494414
1638176684.653800000,-1.37087,-21.2615,0.285829,-0.019289284517094555,0.022227912311212024,0.7081747588930627,0.7054235283032855
1638176685.654320000,-1.44111,-23.2947,0.354538,-0.01919314445182111,0.017656299508336772,0.7113600480673061,0.7023437622043806
1638176686.554790000,-1.53374,-25.4271,0.387707,-0.010169412159664935,0.0011606283415347299,0.7106064280041912,0.7035152738052699
1638176687.355212000,-1.6234,-27.6783,0.357763,-0.010344353658160462,0.009381820685137704,0.6994110993655385,0.7145831581224928
1638176688.055579000,-1.79432,-29.818,0.353613,-0.014221565207285047,0.009414432457245017,0.6914838770772063,0.7221905311528516
1638176688.655881000,-1.97118,-31.921,0.364881,-0.009992035965808508,0.009948669158828095,0.6888880950429341,0.7247305538662927
1638176689.256209000,-2.18875,-34.184,0.36034,-0.013443924228875605,0.01216425647113347,0.6876937974703149,0.7257744365067499
1638176689.756479000,-2.38061,-36.2556,0.384966,-0.007424839508552505,0.009677522686336561,0.6881277092735754,0.7254870591835733
1638176690.257055000,-2.57079,-38.4534,0.369662,-0.004377046467036186,0.010670479170575047,0.6886301850998883,0.7250210000460603
1638176690.756992000,-2.79288,-40.8462,0.348545,-0.004015287024735258,0.004917346867773481,0.6899027819521519,0.7238741939208584
1638176691.157174000,-2.96393,-42.891,0.300803,-0.008302805039532811,0.0044186117267112045,0.6918977650566188,0.7219342227713962
1638176691.557389000,-3.11383,-45.0499,0.266003,-0.008957910913770944,0.00307251606808836,0.6952809602081813,0.7186756583112173
1638176691.957596000,-3.2541,-47.2835,0.229364,-0.009629922303833053,0.0004764041460224901,0.6989590330327603,0.7150967121847368
1638176692.357837000,-3.38531,-49.5813,0.189442,-0.011867072278182594,0.000698652096908044,0.7025362301397855,0.7115486840840689
1638176692.758249000,-3.49628,-51.9632,0.160836,-0.012347642502511894,-0.00123913421553977,0.7064326206917857,0.7076715005520298
1638176693.158212000,-3.57426,-54.4208,0.132608,-0.013332768014765035,-0.0004487325980803533,0.7102782389790055,0.7037946143364574
1638176693.558423000,-3.63076,-56.9431,0.111398,-0.012573392133556262,-0.0010677344589589395,0.7128644632144323,0.701188296279523
